Document ID,Status,Source Text,Summary,Detected Language,Detected Language Score,Document Sentiment,Document Sentiment +/-,Date
5145,PROCESSED,"Apple Stock Has ‘Significant Upside’ From Growth in the Services Business, Says Analyst","Apple Stock Has ‘Significant Upside’ From Growth in the Services Business, Says Analyst... ",English,0.14155123,0.540390015,positive,"Dec. 11, 2018 at 2:34 p.m. ET"
5146,PROCESSED,How Subscriptions Are Remaking Corporate America,How Subscriptions Are Remaking Corporate America... ,English,0.34188643,0,neutral,"Dec. 7, 2018 at 8:48 p.m. ET"
5147,PROCESSED,Get Ready for Smartphone Shipments to Rebound After a Rough 2018,Get Ready for Smartphone Shipments to Rebound After a Rough 2018... ,English,0.11453415,0,neutral,"Dec. 11, 2018 at 1:54 p.m. ET"
5148,PROCESSED,The China iPhone Sales Ban Could Drive Apple and Qualcomm to Settle Quickly,The China iPhone Sales Ban Could Drive Apple and Qualcomm to Settle Quickly... ,English,0.17033929,0.200000003,neutral,"Dec. 11, 2018 at 11:31 a.m. ET"
5149,PROCESSED,Super Micro says its investigation found 'absolutely no evidence of malicious hardware',Super Micro says its investigation found 'absolutely no evidence of malicious hardware'... ,English,0.15861441,1.746000171,positive,"Dec. 11, 2018 at 10:21 a.m. ET"
5150,PROCESSED,"Here’s the most recent update on money flows in Nvidia, Apple and Amazon","Here’s the most recent update on money flows in Nvidia, Apple and Amazon... ",English,0.13600656,0.539999962,positive,"Dec. 11, 2018 at 9:47 a.m. ET"
5151,PROCESSED,"Want long-term stock gains? Put your money on innovation, says this market bull","Want long-term stock gains?... Put your money on innovation, says this market bull... ",English,0.3157397,0.49000001,positive,"Dec. 11, 2018 at 9:40 a.m. ET"
5152,PROCESSED,"Smartphone industry to grow in 2019 after falling in 2018, says IDC","Smartphone industry to grow in 2019 after falling in 2018, says IDC... ",English,0.112027295,0,neutral,"Dec. 11, 2018 at 9:19 a.m. ET"
5153,PROCESSED,Dow roars back from 500-point decline as stocks close higher,Dow roars back from 500-point decline as stocks close higher... ,English,0.25547004,0,neutral,"Dec. 10, 2018 at 4:33 p.m. ET"
5154,PROCESSED,"Stocks mount late-day reversal, erasing Dow's 500 point decline","Stocks mount late-day reversal, erasing Dow's 500 point decline... ",English,0.36841905,0,neutral,"Dec. 10, 2018 at 4:02 p.m. ET"
5155,PROCESSED,"When grandparents show their love through gifts, when does it become too much?","When grandparents show their love through gifts, when does it become too much?... ",English,0.5773085,0,neutral,"Dec. 10, 2018 at 3:01 p.m. ET"
5156,PROCESSED,"China block of iPhone sales, memory outlook don’t hurt chip stocks","China block of iPhone sales, memory outlook don’t hurt chip stocks... ",English,0.13986105,-0.300000012,negative,"Dec. 10, 2018 at 2:55 p.m. ET"
5157,PROCESSED,Apple’s Selloff Could Push Berkshire Profits Into the Red,Apple’s Selloff Could Push Berkshire Profits Into the Red... ,English,0.2098116,0,neutral,"Dec. 10, 2018 at 2:13 p.m. ET"
5158,PROCESSED,Follow the money — the mark-to-market grade for the Trump administration isn’t great,Follow the money — the mark-to-market grade for the Trump administration isn’t great... ,English,0.16817467,0.600000024,positive,"Dec. 10, 2018 at 1:56 p.m. ET"
5159,PROCESSED,"Apple news from China is 'another gut punch' for iPhone maker, analyst says","Apple news from China is 'another gut punch' for iPhone maker, analyst says... ",English,0.15257648,0,neutral,"Dec. 10, 2018 at 1:26 p.m. ET"
5160,PROCESSED,China’s iPhone Sales Ban Isn’t a Big Deal For Apple,China’s iPhone Sales Ban Isn’t a Big Deal For Apple... ,English,0.105597675,0,neutral,"Dec. 10, 2018 at 11:17 a.m. ET"
5161,PROCESSED,"More Apple iPhone Users Are Moving to Cheaper Models, Says Analyst","More Apple iPhone Users Are Moving to Cheaper Models, Says Analyst... ",English,0.17372268,0,neutral,"Dec. 10, 2018 at 10:29 a.m. ET"
5162,PROCESSED,‘Sell the rally’ replaces ‘buy the dip’ as battered market enters critical week,‘Sell the rally’ replaces ‘buy the dip’ as battered market enters critical week... ,English,0.16867438,-0.545000017,negative,"Dec. 10, 2018 at 10:21 a.m. ET"
5163,PROCESSED,China court orders Apple to stop selling some iPhones,China court orders Apple to stop selling some iPhones... ,English,0.17860933,0,neutral,"Dec. 10, 2018 at 9:27 a.m. ET"
5164,PROCESSED,Apple shares down 2% premarket,Apple shares down 2% premarket... ,English,0.82146287,0,neutral,"Dec. 10, 2018 at 9:09 a.m. ET"
5165,PROCESSED,These stocks suffered the biggest losses of the week,These stocks suffered the biggest losses of the week... ,English,0.16790049,-0.545000017,negative,"Dec. 10, 2018 at 6:57 a.m. ET"
5166,PROCESSED,Here are the S&P 500’s best and worst stock performers of 2018,Here are the S&P 500’s best and worst stock performers of 2018... ,English,0.16865203,0,neutral,"Dec. 8, 2018 at 3:45 p.m. ET"
5167,PROCESSED,3 charts suggest housing ‘bubble trouble’ with a tech meltdown ‘yet to come’,3 charts suggest housing ‘bubble trouble’ with a tech meltdown ‘yet to come’... ,English,0.10421598,-0.735000014,negative,"Dec. 8, 2018 at 12:28 p.m. ET"
5168,PROCESSED,Limiting Screen Time for Your Kid Is Harder Than It Sounds,Limiting Screen Time for Your Kid Is Harder Than It Sounds... ,English,0.17072554,0,neutral,"Dec. 8, 2018 at 9:00 a.m. ET"
5169,PROCESSED,The Promising Business That Could Pull Apple Out of its Tailspin,The Promising Business That Could Pull Apple Out of its Tailspin... ,English,0.21911904,0,neutral,"Dec. 7, 2018 at 8:57 p.m. ET"
5170,PROCESSED,Outrageous Predictions for the Coming Year,Outrageous Predictions for the Coming Year... ,English,0.1695874,-0.899999976,negative,"Dec. 7, 2018 at 8:43 p.m. ET"
5171,PROCESSED,"Apple iPhones Won’t See Major Redesigns in 2019, Says Analyst","Apple iPhones Won’t See Major Redesigns in 2019, Says Analyst... ",English,0.114576824,0,neutral,"Dec. 7, 2018 at 4:31 p.m. ET"
5172,PROCESSED,Online Holiday Sales Are Soaring to a Record,Online Holiday Sales Are Soaring to a Record... ,English,0.10903227,0.533333182,positive,"Dec. 7, 2018 at 3:20 p.m. ET"
5173,PROCESSED,All 30 Dow industrials stocks and the 20 Dow transport stocks are falling,All 30 Dow industrials stocks and the 20 Dow transport stocks are falling... ,English,0.17428052,0,neutral,"Dec. 7, 2018 at 3:06 p.m. ET"
5174,PROCESSED,Morgan Stanley Says Apple’s iPhone Sales in China Will Slip,Morgan Stanley Says Apple’s iPhone Sales in China Will Slip... ,English,0.12034624,0,neutral,"Dec. 7, 2018 at 9:53 a.m. ET"
5175,PROCESSED,Morgan Stanley gets less bullish on Apple due to China demand woes,Morgan Stanley gets less bullish on Apple due to China demand woes... ,English,0.16992068,0,neutral,"Dec. 7, 2018 at 9:47 a.m. ET"
5176,PROCESSED,These 5 stocks are surprising winners amid the market’s wild swings,These 5 stocks are surprising winners amid the market’s wild swings... ,English,0.18386258,0.441551745,positive,"Dec. 7, 2018 at 9:01 a.m. ET"
5177,PROCESSED,What the Arrest of a Chinese Executive Means for the Stock Market,What the Arrest of a Chinese Executive Means for the Stock Market... ,English,0.13339631,0,neutral,"Dec. 6, 2018 at 12:11 p.m. ET"
5178,PROCESSED,Stocks close mostly lower after dramatic day of trading following arrest of Huawei CFO,Stocks close mostly lower after dramatic day of trading following arrest of Huawei CFO... ,English,0.19151042,-0.241712004,negative,"Dec. 6, 2018 at 4:50 p.m. ET"
5179,PROCESSED,"Apple falls to third place behind Microsoft, Amazon in market cap","Apple falls to third place behind Microsoft, Amazon in market cap... ",English,0.11620147,0,neutral,"Dec. 6, 2018 at 4:05 p.m. ET"
5180,PROCESSED,Apple Stock Sinks as Concern Over iPhone Demand Grows,Apple Stock Sinks as Concern Over iPhone Demand Grows... ,English,0.21710406,0,neutral,"Dec. 6, 2018 at 1:51 p.m. ET"
5181,PROCESSED,Apple Stock Drops Amid More Signs of Low Demand for Newest iPhones,Apple Stock Drops Amid More Signs of Low Demand for Newest iPhones... ,English,0.14431444,0,neutral,"Dec. 6, 2018 at 12:01 p.m. ET"
5182,PROCESSED,Apple stock price target cut to $210 from $225 at UBS,Apple stock price target cut to $210 from $225 at UBS... ,English,0.1893658,0,neutral,"Dec. 6, 2018 at 10:32 a.m. ET"
5183,PROCESSED,"All 30 Dow stocks fall with Boeing, UnitedHealth and Apple the biggest drags","All 30 Dow stocks fall with Boeing, UnitedHealth and Apple the biggest drags... ",English,0.173711,0,neutral,"Dec. 6, 2018 at 10:29 a.m. ET"
5184,PROCESSED,"RH takes business cues from LVMH, Apple and Berkshire Hathaway","RH takes business cues from LVMH, Apple and Berkshire Hathaway... ",English,0.18200944,0,neutral,"Dec. 6, 2018 at 10:05 a.m. ET"
5185,PROCESSED,"Apple stock falls amid China fears, Rosenblatt target cut","Apple stock falls amid China fears, Rosenblatt target cut... ",English,0.7631094,-0.49000001,negative,"Dec. 6, 2018 at 9:44 a.m. ET"
5186,PROCESSED,5 smart ways to buy bonds and stabilize your portfolio,5 smart ways to buy bonds and stabilize your portfolio... ,English,0.15349205,0.620416641,positive,"Dec. 6, 2018 at 9:06 a.m. ET"
5187,PROCESSED,"Money-management CEO sees ‘significant slowdown’ in economy, shifts to less-risky investments","Money-management CEO sees ‘significant slowdown’ in economy, shifts to less-risky investments... ",English,0.114212364,0.540390015,positive,"Dec. 6, 2018 at 7:06 a.m. ET"
5188,PROCESSED,Here are the worst-performing stocks on ‘Tariff Man’ Tuesday,Here are the worst-performing stocks on ‘Tariff Man’ Tuesday... ,English,0.1831694,-0.49000001,negative,"Dec. 6, 2018 at 7:06 a.m. ET"
5189,PROCESSED,"China may target U.S. executives after arrest of Huawei CFO, this expert warns","China may target U.S. executives after arrest of Huawei CFO, this expert warns... ",English,0.21506676,0.550000012,positive,"Dec. 5, 2018 at 9:17 p.m. ET"
5190,PROCESSED,This is how much Steve Jobs’ autograph is now worth,This is how much Steve Jobs’ autograph is now worth... ,English,0.19351342,0,neutral,"Dec. 5, 2018 at 11:40 a.m. ET"
5191,PROCESSED,Apple Will Buy Tesla and Other Wild Predictions for 2019,Apple Will Buy Tesla and Other Wild Predictions for 2019... ,English,0.18222314,0,neutral,"Dec. 4, 2018 at 2:08 p.m. ET"
5192,PROCESSED,Amazon Got Beat Down on a Bad Day for the Big Tech Stocks. Here’s How Much They Lost.,Amazon Got Beat Down on a Bad Day for the Big Tech Stocks... Here’s How Much They Lost... ,English,0.15021329,-0.432534933,negative,"Dec. 4, 2018 at 5:49 p.m. ET"
5193,PROCESSED,"Tumblr is purging porn from its blogs, to the dismay of many","Tumblr is purging porn from its blogs, to the dismay of many... ",English,0.16523194,-0.598157942,negative,"Dec. 4, 2018 at 11:37 p.m. ET"
5194,PROCESSED,It’s Apple vs. the cloud in race to be the world’s most valuable tech company,It’s Apple vs. the cloud in race to be the world’s most valuable tech company... ,English,0.14502314,0.966000021,positive,"Dec. 4, 2018 at 5:49 p.m. ET"
5195,PROCESSED,"Dow closes down 800 points as U.S.-China trade, flattening yield curve spook investors","Dow closes down 800 points as U.S.-China trade, flattening yield curve spook investors... ",English,0.21243382,0,neutral,"Dec. 4, 2018 at 4:39 p.m. ET"
5196,PROCESSED,Market bears resurface: S&P 500 nails major resistance amid flattening yield curve,Market bears resurface: S&P 500 nails major resistance amid flattening yield curve... ,English,0.23505183,-0.600000024,negative,"Dec. 4, 2018 at 1:21 p.m. ET"
5197,PROCESSED,Apple Stock Downgraded on Worries About Slowing iPhone Growth,Apple Stock Downgraded on Worries About Slowing iPhone Growth... ,English,0.30762556,-0.561719894,negative,"Dec. 4, 2018 at 11:39 a.m. ET"
5198,PROCESSED,These are the keys to success in any family business,These are the keys to success in any family business... ,English,0.1377992,0.600000024,positive,"Dec. 4, 2018 at 9:50 a.m. ET"
5199,PROCESSED,Cirrus Logic target cut at Susquehanna as analyst says negative revision was worse than expected,Cirrus Logic target cut at Susquehanna as analyst says negative revision was worse than expected... ,English,0.23963954,0,neutral,"Dec. 4, 2018 at 9:33 a.m. ET"
5200,PROCESSED,Apple will buy Tesla and other ‘outrageous predictions’ from Saxo Bank,Apple will buy Tesla and other ‘outrageous predictions’ from Saxo Bank... ,English,0.25758168,-0.899999976,negative,"Dec. 4, 2018 at 9:32 a.m. ET"
5201,PROCESSED,"AutoZone Stock Gains, RH Soars and Three More Morning Movers","AutoZone Stock Gains, RH Soars and Three More Morning Movers... ",English,0.20131262,0,neutral,"Dec. 4, 2018 at 9:04 a.m. ET"
5202,PROCESSED,Apple stock falls after HSBC downgrade,Apple stock falls after HSBC downgrade... ,English,0.85830975,-0.600000024,negative,"Dec. 4, 2018 at 8:24 a.m. ET"
5203,PROCESSED,"Apple Drops, Aerospace Under Pressure as Stocks Falter After Trade-Related Surge","Apple Drops, Aerospace Under Pressure as Stocks Falter After Trade-Related Surge... ",English,0.26524404,-0.409999996,negative,"Dec. 4, 2018 at 8:20 a.m. ET"
5204,PROCESSED,"Apple's stock falls 1.9% in premarket trade, after rallying 3.5% on Monday","Apple's stock falls 1.9% in premarket trade, after rallying 3.5% on Monday... ",English,0.12354875,0.600000024,positive,"Dec. 4, 2018 at 7:32 a.m. ET"
5205,PROCESSED,How Microsoft Beat Out Apple and Became the World’s Most Valuable Company,How Microsoft Beat Out Apple and Became the World’s Most Valuable Company... ,English,0.19690625,0,neutral,"Nov. 30, 2018 at 7:14 p.m. ET"
5206,PROCESSED,Another Apple Supplier Slashes Its Sales Guidance,Another Apple Supplier Slashes Its Sales Guidance... ,English,0.8973329,0,neutral,"Dec. 3, 2018 at 9:06 p.m. ET"
5207,PROCESSED,Here are the best-performing U.S. stocks in Monday’s rally,Here are the best-performing U.S. stocks in Monday’s rally... ,English,0.14045477,0.545000017,positive,"Dec. 3, 2018 at 4:39 p.m. ET"
5208,PROCESSED,This bullish technical pattern in the stock market supports Trump and Xi’s trade tango,This bullish technical pattern in the stock market supports Trump and Xi’s trade tango... ,English,0.13911727,0,neutral,"Dec. 3, 2018 at 4:25 p.m. ET"
5209,PROCESSED,"Apple, Samsung Feel the Sting of Chinese Phone Vendors","Apple, Samsung Feel the Sting of Chinese Phone Vendors... ",English,0.16529314,0,neutral,"Dec. 3, 2018 at 3:05 p.m. ET"
5210,PROCESSED,"Amazon briefly pushes past Apple as the biggest U.S. company by market cap, then pares gains","Amazon briefly pushes past Apple as the biggest U.S. company by market cap, then pares gains... ",English,0.20266978,0,neutral,"Dec. 3, 2018 at 12:58 p.m. ET"
5211,PROCESSED,"Xiaomi tops Apple, Fitbit to lead wearables shipments for Q3: IDC","Xiaomi tops Apple, Fitbit to lead wearables shipments for Q3: IDC... ",English,0.13023435,0.300000012,positive,"Dec. 3, 2018 at 9:37 a.m. ET"
5212,PROCESSED,"Apple's stock surges 3.4% premarket, after tumbling 14% over the past month","Apple's stock surges 3.4% premarket, after tumbling 14% over the past month... ",English,0.21803947,0,neutral,"Dec. 3, 2018 at 8:14 a.m. ET"
5213,PROCESSED,You’ll soon be able to get a DNA test for $100 — here’s the company behind the breakthrough,You’ll soon be able to get a DNA test for $100 — here’s the company behind the breakthrough... ,English,0.13820878,0.25,positive,"Dec. 2, 2018 at 1:15 p.m. ET"
5214,PROCESSED,Further thaw in Apple-Amazon relations: Alexa will now stream Apple music,Further thaw in Apple-Amazon relations: Alexa will now stream Apple music... ,English,0.12919419,0,neutral,"Dec. 1, 2018 at 5:08 p.m. ET"
5215,PROCESSED,Utility stocks have beaten the S&P 500 in two months of turbulence and in the long run,Utility stocks have beaten the S&P 500 in two months of turbulence and in the long run... ,English,0.13860172,0.354166687,positive,"Dec. 1, 2018 at 3:18 p.m. ET"
5216,PROCESSED,Apple launched probe into possible business misconduct within its supply chain,Apple launched probe into possible business misconduct within its supply chain... ,English,0.7863479,-0.570124984,negative,"Nov. 30, 2018 at 6:52 p.m. ET"
5217,PROCESSED,Microsoft surpasses Apple as most valuable U.S. company,Microsoft surpasses Apple as most valuable U.S. company... ,English,0.2377746,0.817444324,positive,"Nov. 30, 2018 at 5:51 p.m. ET"
5218,PROCESSED,How Bad Could the Next Tariffs Hurt Apple?,How Bad Could the Next Tariffs Hurt Apple?... ,English,0.22311717,0,neutral,"Nov. 30, 2018 at 12:09 p.m. ET"
5219,PROCESSED,"Big questions ahead for Fed as banking evolves, regional officials agree","Big questions ahead for Fed as banking evolves, regional officials agree... ",English,0.14195263,0.450340569,positive,"Nov. 30, 2018 at 4:10 p.m. ET"
5220,PROCESSED,"Chinese biotech stocks hit by a double whammy, which means it’s time to buy","Chinese biotech stocks hit by a double whammy, which means it’s time to buy... ",English,0.11284399,-0.680000007,negative,"Nov. 30, 2018 at 4:05 p.m. ET"
5221,PROCESSED,"The stock market’s best-performing sector in November also has a healthy future, strategists say","The stock market’s best-performing sector in November also has a healthy future, strategists say... ",English,0.1185443,0.395000011,positive,"Nov. 30, 2018 at 4:04 p.m. ET"
5222,PROCESSED,"Sell U.S. Tech Stocks, Buy Emerging Markets, Says Rob Arnott","Sell U.S. Tech Stocks, Buy Emerging Markets, Says Rob Arnott... ",English,0.30988362,0,neutral,"Nov. 29, 2018 at 1:41 p.m. ET"
5223,PROCESSED,The G-20 Is a Big Moment for the Trade War. How We Got Here.,The G-20 Is a Big Moment for the Trade War... How We Got Here... ,English,0.14965641,0,neutral,"Nov. 30, 2018 at 12:43 p.m. ET"
5224,PROCESSED,Hedge Funds Were Selling FAANG Stocks Before They Sank,Hedge Funds Were Selling FAANG Stocks Before They Sank... ,English,0.99804103,-0.600000024,negative,"Nov. 30, 2018 at 12:02 p.m. ET"
5225,PROCESSED,The FAANG Stocks: A Case-by-Case Analysis,The FAANG Stocks: A Case-by-Case Analysis... ,English,0.116212845,0,neutral,"Nov. 23, 2018 at 8:09 p.m. ET"
5226,PROCESSED,Why eBay is betting on payments to help its turnaround,Why eBay is betting on payments to help its turnaround... ,English,0.16124664,0,neutral,"Nov. 30, 2018 at 12:29 p.m. ET"
5227,PROCESSED,"No easy answer for Apple if tariffs hit iPhones, Morgan Stanley finds","No easy answer for Apple if tariffs hit iPhones, Morgan Stanley finds... ",English,0.15680599,-0.49000001,negative,"Nov. 30, 2018 at 11:24 a.m. ET"
5228,PROCESSED,"Dow Slides Ahead of G-20 as Apple Dips, General Motors Falls","Dow Slides Ahead of G-20 as Apple Dips, General Motors Falls... ",English,0.13686673,0,neutral,"Nov. 30, 2018 at 8:29 a.m. ET"
5229,PROCESSED,HP Rides a Comeback for PCs and Printers,HP Rides a Comeback for PCs and Printers... ,Danish,0.103842996,0,neutral,"Nov. 29, 2018 at 5:12 p.m. ET"
5230,PROCESSED,"New iPhone Sales Off to ‘Soft Start,’ Survey Shows","New iPhone Sales Off to ‘Soft Start,’ Survey Shows... ",English,0.16341625,0,neutral,"Nov. 29, 2018 at 12:25 p.m. ET"
5231,PROCESSED,Global Dividends Get Richer,Global Dividends Get Richer... ,English,0.40841198,0.560000002,positive,"Nov. 29, 2018 at 10:52 a.m. ET"
5232,PROCESSED,Microsoft Could Beat Apple as the Most Valuable Company. But the ‘Winner’s Curse’ Looms.,Microsoft Could Beat Apple as the Most Valuable Company... But the ‘Winner’s Curse’ Looms... ,English,0.2044089,0.032999992,neutral,"Nov. 28, 2018 at 12:37 p.m. ET"
5233,PROCESSED,Apple target cut at Canaccord amid 'soft smartphone and overall iPhone demand',Apple target cut at Canaccord amid 'soft smartphone and overall iPhone demand'... ,English,0.19363503,0,neutral,"Nov. 29, 2018 at 8:58 a.m. ET"
5234,PROCESSED,"Apple's stock up 0.3% premarket, after surging 3.9% on Wednesday","Apple's stock up 0.3% premarket, after surging 3.9% on Wednesday... ",English,0.24653415,0,neutral,"Nov. 29, 2018 at 8:00 a.m. ET"
5235,PROCESSED,Here are the stocks that powered the Dow after the Fed’s Powell soothed investors,Here are the stocks that powered the Dow after the Fed’s Powell soothed investors... ,English,0.19074474,0.491666645,positive,"Nov. 29, 2018 at 7:10 a.m. ET"
5236,PROCESSED,Most Asian markets roll along on Fed’s Powell’s seemingly dovish comments; Nikkei up for 5th straight day,Most Asian markets roll along on Fed’s Powell’s seemingly dovish comments; Nikkei up for 5th straight day... ,English,0.17673294,0,neutral,"Nov. 29, 2018 at 6:53 a.m. ET"
5237,PROCESSED,Apple Supplier Skyworks Gets an Upgrade as Stock Decline Goes Too Far,Apple Supplier Skyworks Gets an Upgrade as Stock Decline Goes Too Far... ,English,0.20820142,0.600000024,positive,"Nov. 28, 2018 at 5:10 p.m. ET"
5238,PROCESSED,"This chart shows a good sign for tech stocks, but the bear is ready to pounce","This chart shows a good sign for tech stocks, but the bear is ready to pounce... ",English,0.13145332,0.400000006,positive,"Nov. 28, 2018 at 4:55 p.m. ET"
5239,PROCESSED,The iPhone XR has been Apple's best-selling phone since its launch: report,The iPhone XR has been Apple's best-selling phone since its launch: report... ,English,0.24588923,0.49000001,positive,"Nov. 28, 2018 at 4:22 p.m. ET"
5240,PROCESSED,Apple closes as largest cap U.S. company after jockeying with Microsoft,Apple closes as largest cap U.S. company after jockeying with Microsoft... ,English,0.26945668,0,neutral,"Nov. 28, 2018 at 4:15 p.m. ET"
5241,PROCESSED,These 2 shocks will jolt stocks higher — and 15 smart ways to prepare for that move,These 2 shocks will jolt stocks higher — and 15 smart ways to prepare for that move... ,English,0.16846159,0.152014211,neutral,"Nov. 28, 2018 at 1:30 p.m. ET"
5242,PROCESSED,Apple Stock’s Biggest Bull Is Less Bullish After ‘Horror Show’,Apple Stock’s Biggest Bull Is Less Bullish After ‘Horror Show’... ,English,0.20749483,-0.600000024,negative,"Nov. 28, 2018 at 10:11 a.m. ET"
5243,PROCESSED,Why the stock market should ignore Trump,Why the stock market should ignore Trump... ,English,0.19766617,0,neutral,"Nov. 28, 2018 at 10:10 a.m. ET"
5244,PROCESSED,Why the bloodletting in FAANG stocks is just getting started: Canaccord,Why the bloodletting in FAANG stocks is just getting started: Canaccord... ,English,0.13108528,0,neutral,"Nov. 28, 2018 at 9:17 a.m. ET"
5245,PROCESSED,This Apple Supplier Now Looks Like a Better Buy Than Apple’s Own Stock,This Apple Supplier Now Looks Like a Better Buy Than Apple’s Own Stock... ,English,0.13508993,0.300000012,positive,"Nov. 21, 2018 at 8:36 a.m. ET"
5246,PROCESSED,"Apple will have to 'seriously contemplate' changes for the iPhone next year, says Wedbush","Apple will have to 'seriously contemplate' changes for the iPhone next year, says Wedbush... ",English,0.1941578,0,neutral,"Nov. 28, 2018 at 8:44 a.m. ET"
5247,PROCESSED,Apple stock price target cut to $275 from $310 at Wedbush,Apple stock price target cut to $275 from $310 at Wedbush... ,English,0.1893658,0,neutral,"Nov. 28, 2018 at 7:20 a.m. ET"
5248,PROCESSED,Podcast: A Possible 10% iPhone Tariff and Two Other Numbers You Need to Know,Podcast: A Possible 10% iPhone Tariff and Two Other Numbers You Need to Know... ,English,0.12560536,0,neutral,"Nov. 28, 2018 at 5:00 a.m. ET"
5249,PROCESSED,Stocks close higher as gains for defensive sectors outweigh U.S.-China trade jitters,Stocks close higher as gains for defensive sectors outweigh U.S.-China trade jitters... ,English,0.15079704,-0.663500011,negative,"Nov. 27, 2018 at 4:28 p.m. ET"
5250,PROCESSED,Apple bonds downgraded by CreditSights on concerns about China trade tensions,Apple bonds downgraded by CreditSights on concerns about China trade tensions... ,English,0.28360385,-0.720000029,negative,"Nov. 27, 2018 at 1:42 p.m. ET"
5251,PROCESSED,Salesforce earnings: Can a strong quarter overcome ‘bear goggles’?,Salesforce earnings: Can a strong quarter overcome ‘bear goggles’?... ,English,0.098365456,0,neutral,"Nov. 27, 2018 at 1:28 p.m. ET"
5252,PROCESSED,"Trump comments on Apple iPhone tariffs may be a 'negotiating tactic,' says UBS","Trump comments on Apple iPhone tariffs may be a 'negotiating tactic,' says UBS... ",English,0.106885925,0,neutral,"Nov. 27, 2018 at 11:29 a.m. ET"
5253,PROCESSED,Another Analyst Reduces Apple Stock Price Forecast,Another Analyst Reduces Apple Stock Price Forecast... ,English,0.7290209,0,neutral,"Nov. 27, 2018 at 10:49 a.m. ET"
5254,PROCESSED,"Apple's stock falls 0.7%, but pares earlier losses of as much as 2.1%","Apple's stock falls 0.7%, but pares earlier losses of as much as 2.1%... ",English,0.19082367,-0.900000036,negative,"Nov. 27, 2018 at 10:30 a.m. ET"
5255,PROCESSED,Apple Stock Slips as Analysts Fret Over Trump’s iPhone Tariff Threat,Apple Stock Slips as Analysts Fret Over Trump’s iPhone Tariff Threat... ,English,0.21623774,0,neutral,"Nov. 27, 2018 at 9:43 a.m. ET"
5256,PROCESSED,Dow on track for triple-digit loss after Trump remarks stoke U.S.-China trade jitters,Dow on track for triple-digit loss after Trump remarks stoke U.S.-China trade jitters... ,English,0.15758832,-0.221166685,negative,"Nov. 27, 2018 at 9:34 a.m. ET"
5257,PROCESSED,"After GM cuts, Wall Street cheer turns to auto-bubble fear","After GM cuts, Wall Street cheer turns to auto-bubble fear... ",English,0.17658876,0.055000007,neutral,"Nov. 27, 2018 at 9:31 a.m. ET"
5258,PROCESSED,"Apple Falls, UnitedHealth Gains, and More Morning Movers","Apple Falls, UnitedHealth Gains, and More Morning Movers... ",English,0.18887933,0,neutral,"Nov. 27, 2018 at 8:52 a.m. ET"
5259,PROCESSED,"Apple set to open as 2nd-biggest U.S. company, behind Microsoft","Apple set to open as 2nd-biggest U.S. company, behind Microsoft... ",English,0.16992165,0,neutral,"Nov. 27, 2018 at 7:59 a.m. ET"
5260,PROCESSED,Apple's stock drop would cut the Dow's price by about 22 points,Apple's stock drop would cut the Dow's price by about 22 points... ,English,0.2453175,0,neutral,"Nov. 27, 2018 at 7:31 a.m. ET"
5261,PROCESSED,"Apple's stock drops as Trump's tariffs comments add to investor agita, analyst says","Apple's stock drops as Trump's tariffs comments add to investor agita, analyst says... ",English,0.16024332,0,neutral,"Nov. 27, 2018 at 7:19 a.m. ET"
5262,PROCESSED,"Jim Cramer says stocks are ‘opening up huge on nothing,’ sees signs of ‘classic bear market’","Jim Cramer says stocks are ‘opening up huge on nothing,’ sees signs of ‘classic bear market’... ",English,0.1619839,0.200000003,neutral,"Nov. 27, 2018 at 7:03 a.m. ET"
5263,PROCESSED,"Apple's stock falls 1.6% premarket, after Trump says tariffs could be placed on iPhones","Apple's stock falls 1.6% premarket, after Trump says tariffs could be placed on iPhones... ",English,0.31391433,0,neutral,"Nov. 27, 2018 at 6:55 a.m. ET"
5264,PROCESSED,Trump’s saber-rattling ahead of China trade talks hurts Apple,Trump’s saber-rattling ahead of China trade talks hurts Apple... ,English,0.13642465,-0.360000014,negative,"Nov. 26, 2018 at 9:09 p.m. ET"
5265,PROCESSED,Corporate America Is Ready to Pay Down Its Debt. That’s Bad News for Stocks.,Corporate America Is Ready to Pay Down Its Debt... That’s Bad News for Stocks... ,English,0.16202556,0,neutral,"Nov. 21, 2018 at 8:00 a.m. ET"
5266,PROCESSED,Apple stock falls after hours as Trump mentions potential tariffs on iPhones,Apple stock falls after hours as Trump mentions potential tariffs on iPhones... ,English,0.21539332,0,neutral,"Nov. 26, 2018 at 5:30 p.m. ET"
5267,PROCESSED,Apple Stock Drops as Trump Discusses Potential iPhone Tariff,Apple Stock Drops as Trump Discusses Potential iPhone Tariff... ,English,0.17996024,0,neutral,"Nov. 26, 2018 at 5:28 p.m. ET"
5268,PROCESSED,Supreme Court weighs monopoly case involving Apple’s App Store,Supreme Court weighs monopoly case involving Apple’s App Store... ,English,0.26571962,0,neutral,"Nov. 26, 2018 at 4:29 p.m. ET"
5269,PROCESSED,Microsoft's market cap jumps to within $4 billion of Apple's,Microsoft's market cap jumps to within $4 billion of Apple's... ,English,0.14785421,0,neutral,"Nov. 26, 2018 at 12:41 p.m. ET"
